,OrderDate,ProductID,PromotionCode,DiscountAmount,Quantity,UnitPrice,ProductSKU,ProductName,ProductCategory,ItemGroup,KitType,Channels,Demographic,RetailPrice,Month,Year,Day,Season
1712,2017-05-11,5,NoPromo,0.0,2,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,11,spring
1713,2017-05-11,7,NoPromo,0.0,17,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,11,spring
1714,2017-05-11,8,NoPromo,0.0,4,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,11,spring
1715,2017-05-11,9,NoPromo,0.0,2,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,11,spring
1716,2017-05-11,10,NoPromo,0.0,16,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,11,spring
1717,2017-05-11,11,NoPromo,0.0,21,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,11,spring
1718,2017-05-11,11,SALE2016-05,6.8,2,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,11,spring
1719,2017-05-11,12,NoPromo,0.0,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,11,spring
1720,2017-05-11,13,NoPromo,0.0,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,11,spring
1721,2017-05-11,16,NoPromo,0.0,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,11,spring
1722,2017-05-11,18,NoPromo,0.0,2,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,11,spring
1723,2017-05-12,1,NoPromo,0.0,19,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,12,spring
1724,2017-05-12,1,SALE2016-05,3.466666666666667,4,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,12,spring
1725,2017-05-12,3,NoPromo,0.0,5,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,12,spring
1726,2017-05-12,3,SALE2016-05,2.8,1,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,12,spring
1727,2017-05-12,4,NoPromo,0.0,24,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,12,spring
1728,2017-05-12,4,SALE2016-05,14.4,3,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,12,spring
1729,2017-05-12,5,NoPromo,0.0,2,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,12,spring
1730,2017-05-12,7,NoPromo,0.0,21,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,12,spring
1731,2017-05-12,7,SALE2016-05,10.0,1,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,12,spring
1732,2017-05-12,8,NoPromo,0.0,3,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,12,spring
1733,2017-05-12,9,NoPromo,0.0,1,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,12,spring
1734,2017-05-12,10,NoPromo,0.0,18,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,12,spring
1735,2017-05-12,10,SALE2016-05,15.5,2,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,12,spring
1736,2017-05-12,11,NoPromo,0.0,16,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,12,spring
1737,2017-05-12,11,SALE2016-05,9.033333333333333,4,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,12,spring
1738,2017-05-12,12,NoPromo,0.0,2,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,12,spring
1739,2017-05-12,12,SALE2016-05,28.9,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,12,spring
1740,2017-05-12,13,NoPromo,0.0,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,12,spring
1741,2017-05-12,13,SALE2016-05,12.4,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,12,spring
1742,2017-05-12,16,NoPromo,0.0,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,12,spring
1743,2017-05-12,16,SALE2016-05,3.5,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,12,spring
1744,2017-05-12,18,NoPromo,0.0,2,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,12,spring
1745,2017-05-13,1,NoPromo,0.0,22,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,13,spring
1746,2017-05-13,1,SALE2016-05,2.6,5,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,13,spring
1747,2017-05-13,3,NoPromo,0.0,2,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,13,spring
1748,2017-05-13,4,NoPromo,0.0,14,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,13,spring
1749,2017-05-13,5,NoPromo,0.0,1,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,13,spring
1750,2017-05-13,7,NoPromo,0.0,22,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,13,spring
1751,2017-05-13,7,SALE2016-05,10.0,3,249.94999999999996,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,13,spring
1752,2017-05-13,8,NoPromo,0.0,7,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,13,spring
1753,2017-05-13,8,SALE2016-05,11.85,2,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,13,spring
1754,2017-05-13,9,NoPromo,0.0,4,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,13,spring
1755,2017-05-13,10,NoPromo,0.0,26,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,13,spring
1756,2017-05-13,10,SALE2016-05,15.5,1,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,13,spring
1757,2017-05-13,11,NoPromo,0.0,10,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,13,spring
1758,2017-05-13,11,SALE2016-05,6.8,1,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,13,spring
1759,2017-05-13,12,NoPromo,0.0,2,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,13,spring
1760,2017-05-13,13,NoPromo,0.0,3,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,13,spring
1761,2017-05-13,16,NoPromo,0.0,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,13,spring
1762,2017-05-14,1,NoPromo,0.0,16,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,14,spring
1763,2017-05-14,1,SALE2016-05,2.6,1,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,14,spring
1764,2017-05-14,2,NoPromo,0.0,1,178.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2017,14,spring
1765,2017-05-14,3,NoPromo,0.0,4,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,14,spring
1766,2017-05-14,3,SALE2016-05,2.8,2,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,14,spring
1767,2017-05-14,4,NoPromo,0.0,10,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,14,spring
1768,2017-05-14,4,SALE2016-05,12.8,2,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,14,spring
1769,2017-05-14,5,NoPromo,0.0,2,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,14,spring
1770,2017-05-14,7,NoPromo,0.0,16,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,14,spring
1771,2017-05-14,7,SALE2016-05,10.0,1,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,14,spring
1772,2017-05-14,8,NoPromo,0.0,3,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,14,spring
1773,2017-05-14,9,NoPromo,0.0,2,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,14,spring
1774,2017-05-14,10,NoPromo,0.0,22,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,14,spring
1775,2017-05-14,10,SALE2016-05,15.5,2,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,14,spring
1776,2017-05-14,11,NoPromo,0.0,23,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,14,spring
1777,2017-05-14,12,NoPromo,0.0,2,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,14,spring
1778,2017-05-14,12,SALE2016-05,11.6,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,14,spring
1779,2017-05-14,13,NoPromo,0.0,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,14,spring
1780,2017-05-14,13,SALE2016-05,12.4,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,14,spring
1781,2017-05-14,16,NoPromo,0.0,1,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,14,spring
1782,2017-05-14,18,NoPromo,0.0,1,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,14,spring
1783,2017-05-14,18,SALE2016-05,4.8,1,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,14,spring
1784,2017-05-15,1,NoPromo,0.0,8,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,15,spring
1785,2017-05-15,1,SALE2016-05,2.6,1,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,15,spring
1786,2017-05-15,3,NoPromo,0.0,3,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,15,spring
1787,2017-05-15,3,SALE2016-05,2.8,1,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,15,spring
1788,2017-05-15,4,NoPromo,0.0,12,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,15,spring
1789,2017-05-15,4,SALE2016-05,16.0,1,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,15,spring
1790,2017-05-15,5,NoPromo,0.0,2,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,15,spring
1791,2017-05-15,7,NoPromo,0.0,29,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,15,spring
1792,2017-05-15,8,NoPromo,0.0,3,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,15,spring
1793,2017-05-15,10,NoPromo,0.0,20,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,15,spring
1794,2017-05-15,10,SALE2016-05,15.5,1,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,15,spring
1795,2017-05-15,11,NoPromo,0.0,16,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,15,spring
1796,2017-05-15,11,SALE2016-05,23.65,3,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,15,spring
1797,2017-05-15,13,NoPromo,0.0,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,15,spring
1798,2017-05-15,16,NoPromo,0.0,1,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,15,spring
1799,2017-05-15,18,NoPromo,0.0,2,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,15,spring
1800,2017-05-16,1,NoPromo,0.0,15,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,16,spring
1801,2017-05-16,1,SALE2016-05,2.6,3,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,16,spring
1802,2017-05-16,2,NoPromo,0.0,1,178.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2017,16,spring
1803,2017-05-16,3,NoPromo,0.0,2,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,16,spring
1804,2017-05-16,3,SALE2016-05,2.8,1,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,16,spring
1805,2017-05-16,4,NoPromo,0.0,15,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,16,spring
1806,2017-05-16,5,NoPromo,0.0,1,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,16,spring
1807,2017-05-16,7,NoPromo,0.0,12,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,16,spring
1808,2017-05-16,7,SALE2016-05,25.0,2,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,16,spring
1809,2017-05-16,8,NoPromo,0.0,3,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,16,spring
1810,2017-05-16,9,NoPromo,0.0,1,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,16,spring
1811,2017-05-16,10,NoPromo,0.0,13,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,16,spring
1812,2017-05-16,10,SALE2016-05,15.5,3,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,16,spring
1813,2017-05-16,11,NoPromo,0.0,30,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,16,spring
1814,2017-05-16,11,SALE2016-05,20.299999999999997,2,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,16,spring
1815,2017-05-16,12,NoPromo,0.0,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,16,spring
1816,2017-05-16,12,SALE2016-05,28.9,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,16,spring
1817,2017-05-16,13,NoPromo,0.0,3,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,16,spring
1818,2017-05-16,16,SALE2016-05,2.0,1,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,16,spring
1819,2017-05-16,18,NoPromo,0.0,1,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,16,spring
1820,2017-05-17,1,NoPromo,0.0,18,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,17,spring
1821,2017-05-17,1,SALE2016-05,5.633333333333334,15,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,17,spring
1822,2017-05-17,2,NoPromo,0.0,1,178.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2017,17,spring
1823,2017-05-17,3,NoPromo,0.0,2,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,17,spring
1824,2017-05-17,4,NoPromo,0.0,14,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,17,spring
1825,2017-05-17,7,NoPromo,0.0,16,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,17,spring
1826,2017-05-17,7,SALE2016-05,20.0,3,249.94999999999996,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,17,spring
1827,2017-05-17,8,NoPromo,0.0,4,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,17,spring
1828,2017-05-17,8,SALE2016-05,16.9,1,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,17,spring
1829,2017-05-17,9,NoPromo,0.0,2,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,17,spring
1830,2017-05-17,10,NoPromo,0.0,17,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,17,spring
1831,2017-05-17,10,SALE2016-05,15.5,1,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,17,spring
1832,2017-05-17,11,NoPromo,0.0,14,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,17,spring
1833,2017-05-17,11,SALE2016-05,6.8,1,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,17,spring
1834,2017-05-17,12,NoPromo,0.0,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,17,spring
1835,2017-05-17,13,NoPromo,0.0,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,17,spring
1836,2017-05-17,13,SALE2016-05,21.65,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,17,spring
1837,2017-05-17,16,NoPromo,0.0,3,49.95000000000001,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,17,spring
1838,2017-05-17,16,SALE2016-05,2.0,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,17,spring
1839,2017-05-17,18,NoPromo,0.0,1,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,17,spring
1840,2017-05-18,1,NoPromo,0.0,10,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,18,spring
1841,2017-05-18,1,SALE2016-05,3.38,5,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,18,spring
1842,2017-05-18,3,NoPromo,0.0,2,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,18,spring
1843,2017-05-18,4,NoPromo,0.0,14,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,18,spring
1844,2017-05-18,4,SALE2016-05,11.2,2,159.95,2030-PCUB-4C,Piper Cub 4 Channel,Trainer,Airplane,RTF,4,Intermediate,193.55,5,2017,18,spring
1845,2017-05-18,5,NoPromo,0.0,2,99.95,2050-P47-4C,P47 4 Channel,Warbird,Airplane,RTF,4,Intermediate,98.95,5,2017,18,spring
1846,2017-05-18,7,NoPromo,0.0,29,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,18,spring
1847,2017-05-18,7,SALE2016-05,25.0,2,249.95,2055-P51-5C,P51,Warbird,Airplane,RTF,5,Advanced,274.95,5,2017,18,spring
1848,2017-05-18,8,NoPromo,0.0,9,168.95,2060-SKYT-5C,SkyTrainer,Trainer,Airplane,RTF,5,Advanced,179.25,5,2017,18,spring
1849,2017-05-18,9,NoPromo,0.0,2,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,18,spring
1850,2017-05-18,9,SALE2016-05,5.6,1,138.95,3010-TAVM2-11-3C,Tailspin Aviator Mk2-11,Glider,Airplane,KIT,3,Intermediate,169.35,5,2017,18,spring
1851,2017-05-18,10,NoPromo,0.0,23,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,18,spring
1852,2017-05-18,10,SALE2016-05,15.5,1,154.95,3010-TAVM2-12-4C,Tailspin Aviator Mk2-12,Trainer,Airplane,KIT,4,Intermediate,188.05,5,2017,18,spring
1853,2017-05-18,11,NoPromo,0.0,23,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,18,spring
1854,2017-05-18,11,SALE2016-05,10.15,3,168.95,3010-TAVM2-15-4C,Tailspin Aviator Mk2-15,Trainer,Airplane,KIT,4,Intermediate,204.55,5,2017,18,spring
1855,2017-05-18,12,NoPromo,0.0,1,288.95,3010-TWAR-BM32-5C,Tailspin Warbird BM32,Warbird,Airplane,KIT,5,Advanced,349.75,5,2017,18,spring
1856,2017-05-18,13,NoPromo,0.0,1,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,18,spring
1857,2017-05-18,13,SALE2016-05,21.65,2,308.95,3050-THeli-Co-Ax Pro-4C,Tailspin Heli - Co-Ax Pro Mk I - 4ch,Co-Axial,Helicopter,KIT,4,Intermediate,389.95,5,2017,18,spring
1858,2017-05-18,16,NoPromo,0.0,2,49.95,4010-3CAX-B-3C,3CAX-B Helicopter,Co-Axial,Helicopter,RTF,3,Novice,63.55,5,2017,18,spring
1859,2017-05-18,18,NoPromo,0.0,4,119.95,4030-4CAX-B-4C,4CAX-B Helicopter,Co-Axial,Helicopter,RTF,4,Intermediate,151.15,5,2017,18,spring
1860,2017-05-19,1,NoPromo,0.0,15,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,19,spring
1861,2017-05-19,1,SALE2016-05,4.271428571428571,7,64.95,1010-GL120-3C,Trainer - Tailspin GL-120,Glider,Airplane,RTF,3,Novice,79.15,5,2017,19,spring
1862,2017-05-19,2,NoPromo,0.0,1,178.95,1010-GL155-4C,Trainer - Tailspin GL-155,Glider,Airplane,RTF,4,Intermediate,216.65,5,2017,19,spring
1863,2017-05-19,3,NoPromo,0.0,5,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,19,spring
1864,2017-05-19,3,SALE2016-05,2.8,1,69.95,2030-PCUB-3C,Piper Cub 3 Channel,Trainer,Airplane,RTF,3,Beginner,84.65,5,2017,19,spring
